2025-12-29 16:47:01,566 | INFO | __main__ | Processing file: /Users/leonardjin/Dev/csha/csha-ai-agent-api/web-etl/data/raw/website-data/endpoint-content/person_endpoint_content.json
2025-12-29 16:47:11,483 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:11,496 | INFO | __main__ | Document UUID: 95a772ab-a4cd-58db-b5e3-e3af42046b03 Chunks: 1 Title: 'Amy Ranger' URL: https://www.schoolhealthcenters.org/people/amy-ranger/
2025-12-29 16:47:11,975 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:11,977 | INFO | __main__ | Document UUID: b3ab053e-deba-5283-b04e-c37f31d379b7 Chunks: 1 Title: 'Marina Quintanilla' URL: https://www.schoolhealthcenters.org/people/marina-quintanilla/
2025-12-29 16:47:12,963 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:12,965 | INFO | __main__ | Document UUID: 4cec89bf-44ae-5386-b931-7e0fb54141e2 Chunks: 1 Title: 'Tracy Nguyen' URL: https://www.schoolhealthcenters.org/people/tracy-nguyen/
2025-12-29 16:47:13,270 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:13,271 | INFO | __main__ | Document UUID: fae47f72-d913-5f87-81bb-eb287a4d0dea Chunks: 1 Title: 'Sierra Lau' URL: https://www.schoolhealthcenters.org/people/sierra-lau/
2025-12-29 16:47:13,794 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:13,798 | INFO | __main__ | Document UUID: c097878b-365a-5ff0-a3cf-a24035621843 Chunks: 1 Title: 'Amy Blackshaw' URL: https://www.schoolhealthcenters.org/people/amy-blackshaw/
2025-12-29 16:47:14,300 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:14,302 | INFO | __main__ | Document UUID: e7670780-f45e-5e12-95df-a2e991095528 Chunks: 1 Title: 'Sergio J. Morales' URL: https://www.schoolhealthcenters.org/people/sergio-j-morales/
2025-12-29 16:47:15,756 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:15,756 | INFO | __main__ | Document UUID: be22a182-1b54-5f02-812d-0e3c6f634732 Chunks: 1 Title: 'Charlize Chloe Castillo' URL: https://www.schoolhealthcenters.org/people/charlize-chloe-castillo/
2025-12-29 16:47:15,758 | INFO | __main__ | Adding endpoint content to combined data: person_endpoint_content
2025-12-29 16:47:15,758 | INFO | __main__ | Processing file: /Users/leonardjin/Dev/csha/csha-ai-agent-api/web-etl/data/raw/website-data/endpoint-content/pages_endpoint_content.json
2025-12-29 16:47:16,141 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:16,142 | INFO | __main__ | Document UUID: b77666a5-fea5-5ae8-9c25-0bd2b674b64f Chunks: 1 Title: 'Free Care Rule' URL: https://www.schoolhealthcenters.org/free-care-rule/
2025-12-29 16:47:16,483 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:16,487 | INFO | __main__ | Document UUID: 5340423b-afbd-5f38-9444-e880d3a48cd8 Chunks: 1 Title: '2026 School Health Conference' URL: https://www.schoolhealthcenters.org/our-work/conference/
2025-12-29 16:47:16,892 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:16,898 | INFO | __main__ | Document UUID: 88a66e16-6b93-5ffc-b906-257651d31ae7 Chunks: 1 Title: 'Thank You for Your Donation' URL: https://www.schoolhealthcenters.org/thank-you-for-your-donation/
2025-12-29 16:47:17,196 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:17,197 | INFO | __main__ | Document UUID: 126e0964-8ef2-56fe-ab26-d2b69f58ec94 Chunks: 1 Title: '2025 Y2Y Conference' URL: https://www.schoolhealthcenters.org/our-work/2025-y2y-conference/
2025-12-29 16:47:17,544 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:17,549 | INFO | __main__ | Document UUID: 0c9595ad-fe86-539d-acf9-af064b2c38db Chunks: 2 Title: '2025 School Health Conference' URL: https://www.schoolhealthcenters.org/our-work/2025-conference-program/
2025-12-29 16:47:17,796 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:17,800 | INFO | __main__ | Document UUID: 99dbde36-af19-5936-85e5-4b69c433993e Chunks: 3 Title: 'Webinars' URL: https://www.schoolhealthcenters.org/our-work/technical-assistance/webinars/
2025-12-29 16:47:18,057 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:18,062 | INFO | __main__ | Document UUID: 953411df-e183-52fb-90d7-57f6448b060d Chunks: 1 Title: 'Thank You for Supporting Student Health' URL: https://www.schoolhealthcenters.org/membership/thank-you/
2025-12-29 16:47:18,368 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:18,368 | INFO | __main__ | Document UUID: f7ac69c9-7741-5ca4-a987-130dbe1d26b6 Chunks: 2 Title: '2024 Conference Program' URL: https://www.schoolhealthcenters.org/our-work/conference/2024-program/
2025-12-29 16:47:18,764 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:20,332 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:20,337 | INFO | __main__ | Document UUID: e29392dd-5490-59e8-8708-a61a1d5ab2fd Chunks: 2 Title: 'Case Studies' URL: https://www.schoolhealthcenters.org/case-studies/
2025-12-29 16:47:20,826 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:20,830 | INFO | __main__ | Document UUID: ce5e80f0-20d1-512e-b866-d9445161079e Chunks: 2 Title: 'Profiles of SBHCs/WCs' URL: https://www.schoolhealthcenters.org/our-work/supporting-school-based-health-centers/profiles/
2025-12-29 16:47:21,515 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:21,516 | INFO | __main__ | Document UUID: f5a180de-5c4e-51be-b09a-db194020caf7 Chunks: 2 Title: 'Existing Laws' URL: https://www.schoolhealthcenters.org/our-work/policy/existing-federal-and-state-laws/
2025-12-29 16:47:22,283 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:22,284 | INFO | __main__ | Document UUID: a936e863-f2ce-5854-bb64-ae294c2ba514 Chunks: 1 Title: 'Sign Up for e-News' URL: https://www.schoolhealthcenters.org/sign-up-for-e-news/
2025-12-29 16:47:22,724 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:22,724 | INFO | __main__ | Document UUID: 6f5ef771-4f7a-5d98-b5ca-ea8597faa939 Chunks: 1 Title: 'Donate' URL: https://www.schoolhealthcenters.org/donate/
2025-12-29 16:47:23,510 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:23,511 | INFO | __main__ | Document UUID: 5bd095ed-1b3c-5186-bc85-6028b0c4fbd4 Chunks: 1 Title: 'Northern School Health Coalition' URL: https://www.schoolhealthcenters.org/our-work/regions/far-north/
2025-12-29 16:47:23,511 | WARNING | __main__ | Content not published for page 'https://www.schoolhealthcenters.org/start-here/fqhc-staff-or-administrator/'
2025-12-29 16:47:23,511 | WARNING | __main__ | Content not published for page 'https://www.schoolhealthcenters.org/start-here/behavioral-health-provider/'
2025-12-29 16:47:24,331 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:24,332 | WARNING | __main__ | Invalid excerpt detected. Skipping page.
2025-12-29 16:47:24,684 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:24,694 | WARNING | __main__ | Invalid excerpt detected. Skipping page.
2025-12-29 16:47:25,559 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:25,561 | INFO | __main__ | Document UUID: a3f93aa6-03f6-57f1-9f36-99f8bf07e218 Chunks: 2 Title: 'Inland Empire' URL: https://www.schoolhealthcenters.org/our-work/regions/inland-empire/
2025-12-29 16:47:26,379 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:26,381 | WARNING | __main__ | Invalid excerpt detected. Skipping page.
2025-12-29 16:47:26,745 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:26,747 | WARNING | __main__ | Invalid excerpt detected. Skipping page.
2025-12-29 16:47:26,747 | WARNING | __main__ | Content not published for page 'https://www.schoolhealthcenters.org/start-here/student/'
2025-12-29 16:47:26,747 | WARNING | __main__ | Content not published for page 'https://www.schoolhealthcenters.org/start-here/school-nurse/'
2025-12-29 16:47:26,747 | WARNING | __main__ | Content not published for page 'https://www.schoolhealthcenters.org/start-here/school-administrator/'
2025-12-29 16:47:26,747 | WARNING | __main__ | Content not published for page 'https://www.schoolhealthcenters.org/start-here/advocate/'
2025-12-29 16:47:26,747 | WARNING | __main__ | Content not published for page 'https://www.schoolhealthcenters.org/start-here/parent-guardian/'
2025-12-29 16:47:26,747 | WARNING | __main__ | Content not published for page 'https://www.schoolhealthcenters.org/start-here/health-provider/'
2025-12-29 16:47:26,747 | WARNING | __main__ | Content not published for page 'https://www.schoolhealthcenters.org/membership/become-a-member/'
2025-12-29 16:47:26,747 | WARNING | __main__ | Content not published for page 'https://www.schoolhealthcenters.org/membership/member-resources/'
2025-12-29 16:47:26,747 | WARNING | __main__ | Content not published for page 'https://www.schoolhealthcenters.org/membership/member-login/'
2025-12-29 16:47:27,504 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:27,505 | INFO | __main__ | Document UUID: 1b8ebfcc-3044-556d-a16f-4f4e610460d4 Chunks: 1 Title: 'Youth Board' URL: https://www.schoolhealthcenters.org/about/youth-board/
2025-12-29 16:47:27,824 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:27,828 | INFO | __main__ | Document UUID: a0242c21-3fa8-547a-9c9d-67c2a22b40d7 Chunks: 1 Title: 'Job Opportunities' URL: https://www.schoolhealthcenters.org/about/job-listings/
2025-12-29 16:47:28,221 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:28,222 | INFO | __main__ | Document UUID: 40b4753e-0bdb-511d-a6f7-665b6f165891 Chunks: 1 Title: 'Thanks to Our Supporters' URL: https://www.schoolhealthcenters.org/about/our-supporters/
2025-12-29 16:47:28,528 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:28,530 | INFO | __main__ | Document UUID: 11158fa4-458a-51d0-a4e6-a5335a1e6446 Chunks: 1 Title: 'Contact Us' URL: https://www.schoolhealthcenters.org/about/contact-us/
2025-12-29 16:47:28,899 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:30,068 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:30,079 | INFO | __main__ | Document UUID: f71381ac-dcc4-52f5-bbdb-6de3b1ef6844 Chunks: 1 Title: 'Board' URL: https://www.schoolhealthcenters.org/about/board/
2025-12-29 16:47:30,477 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:30,478 | INFO | __main__ | Document UUID: a957e5b5-75dc-532b-900d-f0ff65a76423 Chunks: 1 Title: 'Regional Coalitions' URL: https://www.schoolhealthcenters.org/our-work/regions/
2025-12-29 16:47:30,884 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:30,885 | INFO | __main__ | Document UUID: 9ee5b508-1c6d-5030-948c-b013119cf0ba Chunks: 1 Title: 'Policy' URL: https://www.schoolhealthcenters.org/our-work/policy/
2025-12-29 16:47:31,637 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:31,642 | INFO | __main__ | Document UUID: 53f82853-5143-57f7-96b6-4fac59cb19e0 Chunks: 1 Title: 'Trainings &amp; Technical Assistance' URL: https://www.schoolhealthcenters.org/our-work/technical-assistance/
2025-12-29 16:47:32,331 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:32,336 | INFO | __main__ | Document UUID: cad4f502-7259-50dc-96c5-6a7023bfbf93 Chunks: 2 Title: 'Supporting School-Based Health Centers' URL: https://www.schoolhealthcenters.org/our-work/supporting-school-based-health-centers/
2025-12-29 16:47:32,705 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:32,709 | INFO | __main__ | Document UUID: 644ef121-40dc-5729-908d-b169eef54bd0 Chunks: 1 Title: 'Central Valley School Health Coalition' URL: https://www.schoolhealthcenters.org/our-work/regions/central-valley/
2025-12-29 16:47:33,144 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:33,149 | INFO | __main__ | Document UUID: 1567749a-6394-5dd0-8f5b-40313ee0c6b0 Chunks: 2 Title: 'Our Work' URL: https://www.schoolhealthcenters.org/our-work/
2025-12-29 16:47:33,461 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:33,469 | INFO | __main__ | Document UUID: d06307a5-5a74-5749-a452-aff1bb0beaf0 Chunks: 7 Title: 'Component Demo' URL: https://www.schoolhealthcenters.org/component-demo/
2025-12-29 16:47:33,833 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:33,836 | WARNING | __main__ | Invalid excerpt detected. Skipping page.
2025-12-29 16:47:34,094 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:34,104 | INFO | __main__ | Document UUID: cfd1a295-4a7f-52f2-9aa3-ba8325ae24f5 Chunks: 1 Title: 'Home' URL: https://www.schoolhealthcenters.org/
2025-12-29 16:47:34,454 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:35,861 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:35,868 | INFO | __main__ | Document UUID: 677588af-6094-5d7c-b746-27d1c9e2af1d Chunks: 1 Title: 'Our Staff' URL: https://www.schoolhealthcenters.org/about/staff/
2025-12-29 16:47:36,246 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:36,252 | INFO | __main__ | Document UUID: fbf6f5ba-3e3c-5dbf-a67e-e01c7140ccf6 Chunks: 2 Title: 'Membership' URL: https://www.schoolhealthcenters.org/membership/
2025-12-29 16:47:36,546 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:36,552 | INFO | __main__ | Document UUID: 46da15e7-1c85-57e8-ad65-bf8310d56841 Chunks: 1 Title: 'About' URL: https://www.schoolhealthcenters.org/about/
2025-12-29 16:47:36,925 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:36,927 | INFO | __main__ | Document UUID: 7040ce9d-86c4-5986-a65c-b10b44767288 Chunks: 1 Title: 'Resources' URL: https://www.schoolhealthcenters.org/resources/
2025-12-29 16:47:37,392 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:37,398 | WARNING | __main__ | Invalid content detected. Skipping page.
2025-12-29 16:47:37,413 | INFO | __main__ | Adding endpoint content to combined data: pages_endpoint_content
2025-12-29 16:47:37,414 | INFO | __main__ | Processing file: /Users/leonardjin/Dev/csha/csha-ai-agent-api/web-etl/data/raw/website-data/endpoint-content/resource_endpoint_content.json
2025-12-29 16:47:37,785 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:37,793 | INFO | __main__ | Document UUID: de833c6f-cb05-5361-875a-c0842e7b364d Chunks: 1 Title: 'Creating Safer Spaces for LGBTQIA+ Youth &#8211; A Quick Guide' URL: https://www.schoolhealthcenters.org/resource/safer-spaces-for-lgbtqia-youth/
2025-12-29 16:47:38,510 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:38,514 | INFO | __main__ | Document UUID: 2754814b-dacd-5cf7-95d3-267312a8d9cc Chunks: 1 Title: 'Certified Wellness Coaches: Voices from California’s New Wellness Support Profession' URL: https://www.schoolhealthcenters.org/resource/wellness-coaches-voices-webinar/
2025-12-29 16:47:38,768 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:38,770 | INFO | __main__ | Document UUID: 1ec54bef-b740-561e-bb90-6baa2b6087e5 Chunks: 1 Title: 'Protecting California’s Students: Supporting Immigrant &amp; LGBTQ+ Youth During Challenging Times' URL: https://www.schoolhealthcenters.org/resource/supporting-immigrant-lgbtq-youth-webinar/
2025-12-29 16:47:39,141 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:39,146 | INFO | __main__ | Document UUID: fdcc10ba-3311-5b52-9103-d5532858e736 Chunks: 1 Title: '2025 Inland Empire School-Based Health Symposium Resources' URL: https://www.schoolhealthcenters.org/resource/2025-ie-symposium-resources/
2025-12-29 16:47:39,550 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-29 16:47:39,560 | INFO | __main__ | Document UUID: 0f8bad31-f290-5549-9ca8-5180709d96fc Chunks: 1 Title: 'Effective Youth-Driven Substance Use Prevention in Schools' URL: https://www.schoolhealthcenters.org/resource/youth-driven-substance-use-prevention-webinar/
